
dump sentences\V-587_7_.txt	x-rays	cat	released by	PART-OF	[VBN, IN]	2
dump sentences\V-625_16_.txt	contamination	poultry	in	PART-OF	[IN]	2
dump sentences\V-1072_13_.txt	contamination	poultry	in	PART-OF	[IN]	2
dump sentences\A-489_6_.txt	contamination	dairy	in	PART-OF	[IN]	2
dump sentences\A-231_21_.txt	contamination	drug residues	in	PART-OF	[IN]	2
dump sentences\A-231_21_.txt	contamination	drug	in	PART-OF	[IN]	2
dump sentences\T-486_5_.txt	contamination	fish	in	PART-OF	[IN]	2
dump sentences\V-477_12_.txt	contamination	fish	in	PART-OF	[IN]	2
dump sentences\A-186_16_.txt	contamination	fish	in	PART-OF	[IN]	2
dump sentences\A-374_8_.txt	risk	african	in	PART-OF	[IN]	2
dump sentences\T-387_3_.txt	risk	african	in	PART-OF	[IN]	2
dump sentences\V-961_9_.txt	dietary guidelines	greece	in	PART-OF	[IN]	2
dump sentences\T-450_1_.txt	fat	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1208_4_.txt	fat	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1144_8_.txt	polychlorinated naphthalenes	fat	in	PART-OF	[IN]	2
dump sentences\A-46_30_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\A-302_8_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\V-672_9_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\T-1599_4_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\A-273_7_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\A-155_5_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\A-166_29_.txt	fat	meat	in	PART-OF	[IN]	2
dump sentences\T-101_11_.txt	fat	animal fat	in	PART-OF	[IN]	2
dump sentences\V-274_5_.txt	fat	olives	in	PART-OF	[IN]	2
dump sentences\A-296_24_.txt	grapes	fat	in	PART-OF	[IN]	2
dump sentences\V-58_27_.txt	hormone	fat	in	PART-OF	[IN]	2
dump sentences\V-297_32_.txt	fat	fish	in	PART-OF	[IN]	2
dump sentences\A-90_37_.txt	fat	salmon	in	PART-OF	[IN]	2
dump sentences\V-389_30_.txt	fat	salmon	in	PART-OF	[IN]	2
dump sentences\V-44_3_.txt	sugar	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1208_4_.txt	sugar	chocolate	in	PART-OF	[IN]	2
dump sentences\V-429_18_.txt	sugar	chocolate	in	PART-OF	[IN]	2
dump sentences\A-135_30_.txt	sugar	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1062_1_.txt	phytonutrients	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1125_1_.txt	phytonutrients	chocolate	in	PART-OF	[IN]	2
dump sentences\V-1063_2_.txt	flavonoids	chocolate	in	PART-OF	[IN]	2
dump sentences\T-450_1_.txt	saturated fat	chocolate	in	PART-OF	[IN]	2
dump sentences\V-44_3_.txt	calories	chocolate	in	PART-OF	[IN]	2
dump sentences\A-166_29_.txt	trans fat	meat	in	PART-OF	[IN]	2
dump sentences\A-15_30_.txt	trans fat	meat	in	PART-OF	[IN]	2
dump sentences\A-46_30_.txt	trans fat	meat	in	PART-OF	[IN]	2
dump sentences\A-302_8_.txt	trans fat	meat	in	PART-OF	[IN]	2
dump sentences\A-273_7_.txt	trans fat	meat	in	PART-OF	[IN]	2
dump sentences\A-234_23_.txt	ldl	trans fat	in	PART-OF	[IN]	2
dump sentences\V-875_17_.txt	vitamin c	meat	in	PART-OF	[IN]	2
dump sentences\V-871_10_.txt	vitamin c	beet	in	PART-OF	[IN]	2
dump sentences\A-457_20_.txt	irony	vitamin c	in	PART-OF	[IN]	2
dump sentences\A-323_12_.txt	vitamin c	bananas	in	PART-OF	[IN]	2
dump sentences\V-604_10_.txt	vitamin c	bananas	in	PART-OF	[IN]	2
dump sentences\A-169_10_.txt	vitamin c	fruits	in	PART-OF	[IN]	2
dump sentences\A-468_11_.txt	mortality	vitamin d	in	PART-OF	[IN]	2
dump sentences\A-360_4_.txt	vitamin d	mushrooms	in	PART-OF	[IN]	2
dump sentences\V-641_4_.txt	vitamin d	mushrooms	in	PART-OF	[IN]	2
dump sentences\V-404_5_.txt	fry	vegan	in	PART-OF	[IN]	2
dump sentences\T-1585_3_.txt	reductionism	nutrition	in	PART-OF	[IN]	2
dump sentences\T-1179_5_.txt	medical education	nutrition	in	PART-OF	[IN]	2
dump sentences\T-1182_5_.txt	medical education	nutrition	in	PART-OF	[IN]	2
dump sentences\V-13_410_.txt	nutrition	medical education	in	PART-OF	[IN]	2
dump sentences\A-361_8_.txt	nutrition	medical school	in	PART-OF	[IN]	2
dump sentences\V-566_2_.txt	sugar	milk	in	PART-OF	[IN]	2
dump sentences\V-213_9_.txt	sugar	milk	in	PART-OF	[IN]	2
dump sentences\A-284_1_.txt	sugar	milk	in	PART-OF	[IN]	2
dump sentences\A-469_29_.txt	xylitol	sugar	in	PART-OF	[IN]	2
dump sentences\V-514_8_.txt	sugar	fruit	in	PART-OF	[IN]	2
dump sentences\V-657_24_.txt	sugar	apple juice	in	PART-OF	[IN]	2
dump sentences\V-244_5_.txt	sugar	apple juice	in	PART-OF	[IN]	2
dump sentences\A-61_0_.txt	fructose	sugar	in	PART-OF	[IN]	2
dump sentences\V-362_0_.txt	fructose	sugar	in	PART-OF	[IN]	2
dump sentences\T-901_0_.txt	aspartame	diet	in	PART-OF	[IN]	2
dump sentences\A-453_7_.txt	diet	cheese	in	PART-OF	[IN]	2
dump sentences\A-212_32_.txt	plants	diet	in	PART-OF	[IN]	2
dump sentences\V-165_11_.txt	garlic	salsa	in	PART-OF	[IN]	2
dump sentences\A-15_34_.txt	virus	breast cancer	in	PART-OF	[IN]	2
dump sentences\V-801_10_.txt	virus	pork	in	PART-OF	[IN]	2
dump sentences\A-199_24_.txt	virus	pork	in	PART-OF	[IN]	2
dump sentences\V-16_175_.txt	virus	poultry	in	PART-OF	[IN]	2
dump sentences\V-749_6_.txt	virus	poultry	in	PART-OF	[IN]	2
dump sentences\A-162_5_.txt	fiber	nutritional yeast	in	PART-OF	[IN]	2
dump sentences\T-1573_4_.txt	sulforaphane	broccoli	in	PART-OF	[IN]	2
dump sentences\T-901_0_.txt	aspartame	diet soda	in	PART-OF	[IN]	2
dump sentences\T-1173_4_.txt	meat	burgers	in	PART-OF	[IN]	2
dump sentences\T-327_7_.txt	flaxseeds	burgers	in	PART-OF	[IN]	2
dump sentences\V-1045_7_.txt	parasites	burgers	in	PART-OF	[IN]	2
dump sentences\V-250_14_.txt	breast cancer	vegetarian	in	PART-OF	[IN]	2
dump sentences\A-15_34_.txt	bovine leukemia virus	breast cancer	in	PART-OF	[IN]	2
dump sentences\A-338_0_.txt	flaxseeds	breast cancer	in	PART-OF	[IN]	2
dump sentences\A-338_18_.txt	flaxseeds	breast cancer	in	PART-OF	[IN]	2
dump sentences\V-81_1_.txt	estrogen	breast cancer	in	PART-OF	[IN]	2
dump sentences\A-18_29_.txt	alcohol	breast cancer	in	PART-OF	[IN]	2
dump sentences\A-427_25_.txt	zinc	plant	in	PART-OF	[IN]	2
dump sentences\T-1602_10_.txt	zinc	rice	in	PART-OF	[IN]	2
dump sentences\A-15_33_.txt	leukemia	milk	in	PART-OF	[IN]	2
dump sentences\A-306_9_.txt	leukemia	children	in	PART-OF	[IN]	2
dump sentences\V-587_8_.txt	leukemia	children	in	PART-OF	[IN]	2
dump sentences\V-1167_4_.txt	phytonutrients	salad	in	PART-OF	[IN]	2
dump sentences\V-30_3_.txt	supplementation	pregnancy	in	PART-OF	[IN]	2
dump sentences\A-400_13_.txt	serotonin	plants	in	PART-OF	[IN]	2
dump sentences\V-16_228_.txt	serotonin	plants	in	PART-OF	[IN]	2
dump sentences\V-269_9_.txt	blindness	american	in	PART-OF	[IN]	2
dump sentences\V-426_5_.txt	protein	sweet potatoes	in	PART-OF	[IN]	2
dump sentences\A-131_8_.txt	protein	sweet potatoes	in	PART-OF	[IN]	2
dump sentences\T-1503_6_.txt	protein	sweet potatoes	in	PART-OF	[IN]	2
dump sentences\V-643_4_.txt	medium-chain fatty acids	coconut oil	in	PART-OF	[IN]	2
dump sentences\T-478_5_.txt	medium-chain fatty acids	coconut oil	in	PART-OF	[IN]	2
dump sentences\V-873_0_.txt	nitrosamines	bacon	in	PART-OF	[IN]	2
dump sentences\V-503_4_.txt	nitrosamines	bacon	in	PART-OF	[IN]	2
dump sentences\A-190_43_.txt	carcinogens	smoke	in	PART-OF	[IN]	2
dump sentences\V-481_37_.txt	carcinogens	smoke	in	PART-OF	[IN]	2
dump sentences\V-434_15_.txt	phytates	whole grains	in	PART-OF	[IN]	2
dump sentences\A-141_22_.txt	phytates	whole grains	in	PART-OF	[IN]	2
dump sentences\A-377_19_.txt	phytates	whole grains	in	PART-OF	[IN]	2
dump sentences\T-1208_40_.txt	phytates	beans	in	PART-OF	[IN]	2
dump sentences\V-468_1_.txt	phytates	beans	in	PART-OF	[IN]	2
dump sentences\A-155_31_.txt	allergies	fish	in	PART-OF	[IN]	2
dump sentences\T-1911_36_.txt	xenoestrogens	fish	in	PART-OF	[IN]	2
dump sentences\T-1464_3_.txt	xenoestrogens	fish	in	PART-OF	[IN]	2
dump sentences\V-60_20_.txt	fiber	whole grains	in	PART-OF	[IN]	2
dump sentences\V-438_15_.txt	fiber	meat	in	PART-OF	[IN]	2
dump sentences\A-146_22_.txt	fiber	meat	in	PART-OF	[IN]	2
dump sentences\V-83_35_.txt	fiber	plant	in	PART-OF	[IN]	2
dump sentences\V-287_10_.txt	fiber	oatmeal	in	PART-OF	[IN]	2
dump sentences\V-563_12_.txt	fiber	sea vegetables	in	PART-OF	[IN]	2
dump sentences\A-281_15_.txt	fiber	sea vegetables	in	PART-OF	[IN]	2
dump sentences\T-1768_4_.txt	fiber	fruit	in	PART-OF	[IN]	2
dump sentences\T-1759_6_.txt	fiber	fruit	in	PART-OF	[IN]	2
dump sentences\A-77_17_.txt	fiber	plants	in	PART-OF	[IN]	2
dump sentences\V-377_11_.txt	fiber	plants	in	PART-OF	[IN]	2
dump sentences\A-315_17_.txt	mood	gut	in	PART-OF	[IN]	2
dump sentences\V-573_27_.txt	capsaicin	cluster headache	in	PART-OF	[IN]	2
dump sentences\T-775_6_.txt	bacteria	meat	in	PART-OF	[IN]	2
dump sentences\V-299_14_.txt	dna damage	bacteria	in	PART-OF	[IN]	2
dump sentences\V-782_8_.txt	bacteria	animal products	in	PART-OF	[IN]	2
dump sentences\V-481_3_.txt	mutations	bacteria	in	PART-OF	[IN]	2
dump sentences\A-190_1_.txt	mutations	bacteria	in	PART-OF	[IN]	2
dump sentences\A-274_3_.txt	nitrites	processed meats	in	PART-OF	[IN]	2
dump sentences\V-557_3_.txt	nitrites	processed meats	in	PART-OF	[IN]	2
dump sentences\V-1226_0_.txt	butter flavor	microwave	in	PART-OF	[IN]	2
dump sentences\V-766_0_.txt	mineral	whole grains	in	PART-OF	[IN]	2
dump sentences\T-1511_2_.txt	parasites	lamb	in	PART-OF	[IN]	2
dump sentences\T-389_5_.txt	casein	milk	in	PART-OF	[IN]	2
dump sentences\A-15_32_.txt	casein	milk	in	PART-OF	[IN]	2
dump sentences\V-578_13_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\V-1234_4_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\T-1135_0_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\A-297_13_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\A-442_16_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\V-817_4_.txt	pigment	tomatoes	in	PART-OF	[IN]	2
dump sentences\A-184_23_.txt	pigment	curry powder	in	PART-OF	[IN]	2
dump sentences\T-568_1_.txt	aluminum	cheese	in	PART-OF	[IN]	2
dump sentences\A-239_11_.txt	aluminum	cheese	in	PART-OF	[IN]	2
dump sentences\A-239_11_.txt	cheese	aluminum	in	PART-OF	[IN]	2
dump sentences\V-1128_12_.txt	aluminum	vaccines	in	PART-OF	[IN]	2
dump sentences\A-455_23_.txt	vegetables	cancer prevention	in	PART-OF	[IN]	2
dump sentences\V-354_29_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\V-170_0_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\V-872_11_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\A-52_24_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\V-354_17_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\A-457_10_.txt	nitrates	vegetables	in	PART-OF	[IN]	2
dump sentences\A-457_6_.txt	nitrate	vegetables	in	PART-OF	[IN]	2
dump sentences\V-234_24_.txt	nitrate	vegetables	in	PART-OF	[IN]	2
dump sentences\A-460_6_.txt	antioxidants	disease	in	PART-OF	[IN]	2
dump sentences\T-1130_1_.txt	disease	microwave	in	PART-OF	[IN]	2
dump sentences\T-1131_1_.txt	disease	microwave	in	PART-OF	[IN]	2
dump sentences\V-1018_37_.txt	disease	vegetarians	in	PART-OF	[IN]	2
dump sentences\A-171_0_.txt	disease	children	in	PART-OF	[IN]	2
dump sentences\V-460_0_.txt	disease	children	in	PART-OF	[IN]	2
dump sentences\A-367_2_.txt	estrogens	cooked meat	in	PART-OF	[IN]	2
dump sentences\A-368_0_.txt	estrogens	cooked meat	in	PART-OF	[IN]	2
dump sentences\A-364_4_.txt	estrogens	cooked meat	in	PART-OF	[IN]	2
dump sentences\A-369_8_.txt	heterocyclic amines	cooked meat	in	PART-OF	[IN]	2
dump sentences\T-1911_36_.txt	carcinogens	cooked meat	in	PART-OF	[IN]	2
dump sentences\T-1446_17_.txt	lycopene	tomatoes	in	PART-OF	[IN]	2
dump sentences\T-1843_9_.txt	lycopene	tomatoes	in	PART-OF	[IN]	2
dump sentences\T-1526_2_.txt	preservative	processed meats	in	PART-OF	[IN]	2
dump sentences\T-1518_4_.txt	preservative	processed meats	in	PART-OF	[IN]	2
dump sentences\A-322_28_.txt	mercury	corn syrup	in	PART-OF	[IN]	2
dump sentences\A-207_34_.txt	oxalates	cinnamon	in	PART-OF	[IN]	2
dump sentences\A-446_20_.txt	oxalates	cinnamon	in	PART-OF	[IN]	2
dump sentences\A-213_36_.txt	oxalates	cinnamon	in	PART-OF	[IN]	2
dump sentences\A-335_19_.txt	oxalates	cinnamon	in	PART-OF	[IN]	2
dump sentences\T-661_3_.txt	sex hormones	eggs	in	PART-OF	[IN]	2
dump sentences\V-625_14_.txt	manure	meat	in	PART-OF	[IN]	2
dump sentences\A-343_16_.txt	manure	meat	in	PART-OF	[IN]	2
dump sentences\V-251_15_.txt	glycotoxins	meat	in	PART-OF	[IN]	2
dump sentences\V-847_2_.txt	viruses	meat	in	PART-OF	[IN]	2
dump sentences\V-1076_1_.txt	viruses	meat	in	PART-OF	[IN]	2
dump sentences\A-2_13_.txt	c. diff	meat	in	PART-OF	[IN]	2
dump sentences\V-305_6_.txt	c. diff	meat	in	PART-OF	[IN]	2
dump sentences\T-1911_22_.txt	carnitine	meat	in	PART-OF	[IN]	2
dump sentences\V-16_174_.txt	endocrine disrupting chemicals	meat	in	PART-OF	[IN]	2
dump sentences\A-343_29_.txt	salmonella	meat	in	PART-OF	[IN]	2
dump sentences\V-625_26_.txt	salmonella	meat	in	PART-OF	[IN]	2
dump sentences\A-165_26_.txt	polycyclic aromatic hydrocarbons	meat	in	PART-OF	[IN]	2
dump sentences\A-199_24_.txt	pathogens	meat	in	PART-OF	[IN]	2
dump sentences\T-1580_2_.txt	animal protein	meat	in	PART-OF	[IN]	2
dump sentences\A-76_29_.txt	sex steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1753_2_.txt	sex steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1590_1_.txt	sex steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1976_8_.txt	sex steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\A-102_3_.txt	superbugs	meat	in	PART-OF	[IN]	2
dump sentences\A-2_2_.txt	superbugs	meat	in	PART-OF	[IN]	2
dump sentences\A-254_31_.txt	parasites	meat	in	PART-OF	[IN]	2
dump sentences\A-439_6_.txt	parasites	meat	in	PART-OF	[IN]	2
dump sentences\T-358_11_.txt	pollutants	meat	in	PART-OF	[IN]	2
dump sentences\T-1208_28_.txt	pollutants	meat	in	PART-OF	[IN]	2
dump sentences\T-374_9_.txt	pollutants	meat	in	PART-OF	[IN]	2
dump sentences\T-360_9_.txt	pollutants	meat	in	PART-OF	[IN]	2
dump sentences\T-1833_4_.txt	antibodies	meat	in	PART-OF	[IN]	2
dump sentences\T-1834_4_.txt	antibodies	meat	in	PART-OF	[IN]	2
dump sentences\A-395_15_.txt	drug residues	meat	in	PART-OF	[IN]	2
dump sentences\A-231_21_.txt	drug residues	meat	in	PART-OF	[IN]	2
dump sentences\A-277_20_.txt	drug residues	meat	in	PART-OF	[IN]	2
dump sentences\A-439_8_.txt	drug residues	meat	in	PART-OF	[IN]	2
dump sentences\A-240_21_.txt	drug residues	meat	in	PART-OF	[IN]	2
dump sentences\A-301_9_.txt	steroids	meat	in	PART-OF	[IN]	2
dump sentences\V-1046_15_.txt	steroids	meat	in	PART-OF	[IN]	2
dump sentences\A-393_21_.txt	steroids	meat	in	PART-OF	[IN]	2
dump sentences\A-76_29_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1753_2_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-740_1_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1590_1_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1175_10_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1976_8_.txt	hormones	meat	in	PART-OF	[IN]	2
dump sentences\V-637_3_.txt	antibiotics	meat	in	PART-OF	[IN]	2
dump sentences\A-357_3_.txt	antibiotics	meat	in	PART-OF	[IN]	2
dump sentences\A-395_15_.txt	antibiotics	meat	in	PART-OF	[IN]	2
dump sentences\T-1886_6_.txt	antibiotics	meat	in	PART-OF	[IN]	2
dump sentences\T-996_6_.txt	antibiotics	meat	in	PART-OF	[IN]	2
dump sentences\T-1896_3_.txt	heavy metals	meat	in	PART-OF	[IN]	2
dump sentences\V-101_127_.txt	berries	meat	in	PART-OF	[IN]	2
dump sentences\V-16_141_.txt	berries	meat	in	PART-OF	[IN]	2
dump sentences\V-251_5_.txt	iron	meat	in	PART-OF	[IN]	2
dump sentences\V-672_9_.txt	saturated fat	meat	in	PART-OF	[IN]	2
dump sentences\T-1599_4_.txt	saturated fat	meat	in	PART-OF	[IN]	2
dump sentences\A-301_9_.txt	anabolic steroids	meat	in	PART-OF	[IN]	2
dump sentences\V-1046_15_.txt	anabolic steroids	meat	in	PART-OF	[IN]	2
dump sentences\A-393_21_.txt	anabolic steroids	meat	in	PART-OF	[IN]	2
dump sentences\T-1580_2_.txt	protein	meat	in	PART-OF	[IN]	2
dump sentences\A-76_29_.txt	steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1753_2_.txt	steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1590_1_.txt	steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\T-1976_8_.txt	steroid hormones	meat	in	PART-OF	[IN]	2
dump sentences\A-51_5_.txt	estrogen	meat	in	PART-OF	[IN]	2
dump sentences\A-50_24_.txt	estrogen	meat	in	PART-OF	[IN]	2
dump sentences\V-65_19_.txt	obesogens	meat	in	PART-OF	[IN]	2
dump sentences\T-568_1_.txt	copper	meat	in	PART-OF	[IN]	2
dump sentences\A-239_0_.txt	phosphate additives	meat	in	PART-OF	[IN]	2
dump sentences\A-240_0_.txt	phosphate additives	meat	in	PART-OF	[IN]	2
dump sentences\A-232_8_.txt	phosphate additives	meat	in	PART-OF	[IN]	2
dump sentences\A-231_21_.txt	phosphate additives	meat	in	PART-OF	[IN]	2
dump sentences\A-241_11_.txt	phosphate additives	meat	in	PART-OF	[IN]	2
dump sentences\A-254_31_.txt	brain parasites	meat	in	PART-OF	[IN]	2
dump sentences\A-439_6_.txt	brain parasites	meat	in	PART-OF	[IN]	2
dump sentences\V-248_9_.txt	carcinogens	meat	in	PART-OF	[IN]	2
dump sentences\T-1580_9_.txt	sex steroid hormones	beef	in	PART-OF	[IN]	2
dump sentences\T-1580_9_.txt	hormones	beef	in	PART-OF	[IN]	2
dump sentences\V-769_5_.txt	iron	beef	in	PART-OF	[IN]	2
dump sentences\V-891_3_.txt	iron	beef	in	PART-OF	[IN]	2
dump sentences\V-68_3_.txt	iron	beef	in	PART-OF	[IN]	2
dump sentences\T-1580_9_.txt	steroid hormones	beef	in	PART-OF	[IN]	2
dump sentences\T-204_2_.txt	phytoestrogen	beer	in	PART-OF	[IN]	2
dump sentences\V-104_2_.txt	alcohol	beer	in	PART-OF	[IN]	2
dump sentences\V-876_3_.txt	nitrite	cured meats	in	PART-OF	[IN]	2
dump sentences\V-580_8_.txt	carbs	lentil	in	PART-OF	[IN]	2
dump sentences\A-299_9_.txt	carbs	lentil	in	PART-OF	[IN]	2
dump sentences\A-398_1_.txt	industrial carcinogens	animal fat	in	PART-OF	[IN]	2
dump sentences\A-206_25_.txt	industrial carcinogens	animal fat	in	PART-OF	[IN]	2
dump sentences\T-101_11_.txt	saturated fat	animal fat	in	PART-OF	[IN]	2
dump sentences\A-398_1_.txt	carcinogens	animal fat	in	PART-OF	[IN]	2
dump sentences\A-206_25_.txt	carcinogens	animal fat	in	PART-OF	[IN]	2
dump sentences\V-768_7_.txt	iron	animal foods	in	PART-OF	[IN]	2
dump sentences\A-427_9_.txt	iron	animal foods	in	PART-OF	[IN]	2
dump sentences\A-80_35_.txt	cancer prevention	poultry	in	PART-OF	[IN]	2
dump sentences\T-1020_0_.txt	isoflavones	soy	in	PART-OF	[IN]	2
dump sentences\A-119_25_.txt	prostate cancer	prostate	in	PART-OF	[IN]	2
dump sentences\A-468_11_.txt	mortality	vitamin	in	PART-OF	[IN]	2
dump sentences\A-457_20_.txt	irony	vitamin	in	PART-OF	[IN]	2
dump sentences\V-246_18_.txt	vitamin	greens	in	PART-OF	[IN]	2
dump sentences\A-290_28_.txt	ibs	kiwi fruit	in	PART-OF	[IN]	2
dump sentences\A-290_28_.txt	ibs	kiwi	in	PART-OF	[IN]	2
dump sentences\A-455_0_.txt	phytonutrient	broccoli	in	PART-OF	[IN]	2
dump sentences\V-1289_1_.txt	phytonutrient	broccoli	in	PART-OF	[IN]	2
dump sentences\V-1095_1_.txt	phytonutrients	broccoli	in	PART-OF	[IN]	2
dump sentences\T-1446_28_.txt	phytonutrients	broccoli	in	PART-OF	[IN]	2
dump sentences\V-860_3_.txt	enzyme	broccoli	in	PART-OF	[IN]	2
dump sentences\V-409_3_.txt	enzyme	broccoli	in	PART-OF	[IN]	2
dump sentences\V-1130_1_.txt	broccoli	garlic	in	PART-OF	[IN]	2
dump sentences\A-182_24_.txt	colon cancer	stool size	in	PART-OF	[IN]	2
dump sentences\A-423_81_.txt	parasite	pork	in	PART-OF	[IN]	2
dump sentences\V-682_34_.txt	parasite	pork	in	PART-OF	[IN]	2
dump sentences\V-403_0_.txt	phytochemicals	beans	in	PART-OF	[IN]	2
dump sentences\A-258_13_.txt	phytochemicals	plants	in	PART-OF	[IN]	2
dump sentences\V-542_15_.txt	phytochemicals	plants	in	PART-OF	[IN]	2
dump sentences\T-1184_8_.txt	phytochemicals	plants	in	PART-OF	[IN]	2
dump sentences\A-208_10_.txt	teeth	preparation	in	PART-OF	[IN]	2
dump sentences\V-48_5_.txt	death	rheumatoid arthritis	in	PART-OF	[IN]	2
dump sentences\T-1261_0_.txt	phytonutrient	green tea	in	PART-OF	[IN]	2
dump sentences\V-574_11_.txt	phytonutrient	cherries	in	PART-OF	[IN]	2
dump sentences\T-158_3_.txt	phytonutrient	cherries	in	PART-OF	[IN]	2
dump sentences\A-292_9_.txt	phytonutrient	cherries	in	PART-OF	[IN]	2
dump sentences\V-774_23_.txt	phytonutrient	kiwis	in	PART-OF	[IN]	2
dump sentences\V-819_9_.txt	phytonutrient	black pepper	in	PART-OF	[IN]	2
dump sentences\A-446_22_.txt	phytonutrient	black pepper	in	PART-OF	[IN]	2
dump sentences\T-1208_43_.txt	grapes	red wine	in	PART-OF	[IN]	2
dump sentences\V-321_10_.txt	phytonutrients	red wine	in	PART-OF	[IN]	2
dump sentences\A-18_13_.txt	phytonutrients	red wine	in	PART-OF	[IN]	2
dump sentences\T-302_11_.txt	skin	red wine	in	PART-OF	[IN]	2
dump sentences\A-268_20_.txt	viruses	poultry	in	PART-OF	[IN]	2
dump sentences\T-1384_10_.txt	viruses	poultry	in	PART-OF	[IN]	2
dump sentences\T-1873_5_.txt	viruses	poultry	in	PART-OF	[IN]	2
dump sentences\V-527_1_.txt	death	kidney failure	in	PART-OF	[IN]	2
dump sentences\A-80_1_.txt	death	united states	in	PART-OF	[IN]	2
dump sentences\V-379_1_.txt	death	united states	in	PART-OF	[IN]	2
dump sentences\V-527_1_.txt	death	kidney	in	PART-OF	[IN]	2
dump sentences\A-441_31_.txt	mercury	vaccinations	in	PART-OF	[IN]	2
dump sentences\A-322_28_.txt	mercury	corn	in	PART-OF	[IN]	2
dump sentences\V-508_5_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-261_19_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-633_7_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\A-441_10_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\T-1199_5_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\T-1298_0_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\A-220_3_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\T-1345_1_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-810_1_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\A-441_8_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\T-689_4_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\A-441_9_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-811_6_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-451_14_.txt	mercury	fish	in	PART-OF	[IN]	2
dump sentences\V-521_13_.txt	mercury	salmon	in	PART-OF	[IN]	2
dump sentences\A-235_15_.txt	mercury	salmon	in	PART-OF	[IN]	2
dump sentences\V-809_8_.txt	mercury	tuna	in	PART-OF	[IN]	2
dump sentences\A-239_12_.txt	mercury	tuna	in	PART-OF	[IN]	2
dump sentences\T-1870_1_.txt	mercury	tuna	in	PART-OF	[IN]	2
dump sentences\A-404_13_.txt	mercury	tuna	in	PART-OF	[IN]	2
dump sentences\V-57_13_.txt	beta-carotene	carrot	in	PART-OF	[IN]	2
dump sentences\T-154_2_.txt	steroids	farm	in	PART-OF	[IN]	2
dump sentences\T-154_2_.txt	anabolic steroids	farm	in	PART-OF	[IN]	2
dump sentences\A-95_7_.txt	dioxins	farm	in	PART-OF	[IN]	2
dump sentences\V-394_4_.txt	dioxins	farm	in	PART-OF	[IN]	2
dump sentences\A-326_16_.txt	acetaldehyde	saliva	in	PART-OF	[IN]	2
dump sentences\V-606_16_.txt	acetaldehyde	saliva	in	PART-OF	[IN]	2
dump sentences\A-307_18_.txt	polonium	cigarettes	in	PART-OF	[IN]	2
dump sentences\A-329_17_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-223_8_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
